idMeal,strMeal,strMealAlternate,strCategory,strArea,strCountry,strInstructions,strMealThumb,strTags,strYoutube,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient16,strIngredient17,strIngredient18,strIngredient19,strIngredient20,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure16,strMeasure17,strMeasure18,strMeasure19,strMeasure20,strSource,strImageSource,strCreativeCommonsConfirmed,dateModified
53279,"Baklava with spiced nuts, ricotta & chocolate",,Dessert,Turkish,Turkey,"step 1
First, make the syrup. Tip the sugar into a large saucepan with 650ml water. Stir over a low heat until the sugar has dissolved, then turn up the heat and bring to the boil. Reduce the heat to a simmer and cook for 15 mins, then squeeze in a few drops of lemon juice and simmer for a further 5 mins. Remove from the heat and leave to cool. Meanwhile, for assembling the baklava later, melt the butter in a small pan over a low heat for 5 mins, skimming and discarding any froth that rises to the surface.

step 2
For the filling, crush all of the nuts in a pestle and mortar, or blitz in a food processor – you want a mixture of finely ground nuts with a few chunky pieces. Tip into a bowl, stir through the spices and set aside.

step 3
In a separate bowl, mix the ricotta with the lemon and orange zests and vanilla. Heat the oven to 180C/160C fan/gas 4. Brush the bottom of a large baking tray (about 35 x 47cm) with some of the melted butter. Working with one sheet of filo at a time (covering the rest with a damp tea towel to prevent it drying out), lay the sheet out on a board so one of the short ends is facing you. Sprinkle 30g of the nut mixture evenly over the whole sheet, then spoon 1 tbsp of the ricotta mixture across the end closest to you. Fold this end over to enclose the filling, then lay a long, thin skewer next to the folded edge and roll the pastry around it to create a long roll. When it’s fully rolled up, it should be roughly the thickness of a chipolata sausage. While holding one end of the rolling pin or skewer, gently scrunch the filo roll like an accordion and carefully push it off the skewer and onto the prepared tray. Repeat with the rest of the filo and fillings – you should get about 12 rolls. Cut each roll into four to make 48 large baklava, or eight to make 96 mini.

step 4
Brush with the remaining melted butter. Bake for 20-25 mins until evenly golden, turning the tray around halfway through. While still hot, immediately pour over 5-6 ladlefuls of the syrup. You should hear the syrup sizzle as it hits the hot baklava. Set aside to cool and absorb.

step 5
Melt the dark chocolate in a heatproof bowl set over a pan of simmering water, ensuring the bowl doesn’t touch the water, or in the microwave in short bursts. Drizzle this over the cooled baklava and sprinkle with the ground pistachios.",https://www.themealdb.com/images/media/meals/ytme8t1764111401.jpg,,https://www.youtube.com/watch?v=yK_sSFDvsT0,Sugar,Lemon Juice,Walnuts,Pecan Nuts,Almonds,Ground Cinnamon,Ground Cardomom,Ricotta,Lemon,Orange,Vanilla Bean Paste,Unsalted Butter,Filo Pastry,Ground Pistachios,,,,,,,500g,To taste,300g,200g,100g ,2 tablespoons,1 tablespoon,500g,Zest of 1,Zest of 1,1 tablespoon,250g,500g,100g , , , , , , ,https://www.bbcgoodfood.com/recipes/baklava-with-spiced-nuts-ricotta-chocolate,,,2025-11-25 22:54:11
52855,Banana Pancakes,,Dessert,United States,United States,"In a bowl, mash the banana with a fork until it resembles a thick purée. Stir in the eggs, baking powder and vanilla.
Heat a large non-stick frying pan or pancake pan over a medium heat and brush with half the oil. Using half the batter, spoon two pancakes into the pan, cook for 1-2 mins each side, then tip onto a plate. Repeat the process with the remaining oil and batter. Top the pancakes with the pecans and raspberries.",https://www.themealdb.com/images/media/meals/sywswr1511383814.jpg,"Breakfast,Desert,Sweet",https://www.youtube.com/watch?v=kSKtb2Sv-_U,Banana,Eggs,Baking Powder,Vanilla Extract,Oil,Pecan Nuts,Raspberries,,,,,,,,,,,,,,1 large,2 medium,pinch,spinkling,1 tsp ,25g,125g,,,,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/banana-pancakes,,,
52894,Battenberg Cake,,Dessert,British,United Kingdom,"Heat oven to 180C/160C fan/gas 4 and line the base and sides of a 20cm square tin with baking parchment (the easiest way is to cross 2 x 20cm-long strips over the base). To make the almond sponge, put the butter, sugar, flour, ground almonds, baking powder, eggs, vanilla and almond extract in a large bowl. Beat with an electric whisk until the mix comes together smoothly. Scrape into the tin, spreading to the corners, and bake for 25-30 mins – when you poke in a skewer, it should come out clean. Cool in the tin for 10 mins, then transfer to a wire rack to finish cooling while you make the second sponge.
For the pink sponge, line the tin as above. Mix all the ingredients together as above, but don’t add the almond extract. Fold in some pink food colouring. Then scrape it all into the tin and bake as before. Cool.
To assemble, heat the jam in a small pan until runny, then sieve. Barely trim two opposite edges from the almond sponge, then well trim a third edge. Roughly measure the height of the sponge, then cutting from the well-trimmed edge, use a ruler to help you cut 4 slices each the same width as the sponge height. Discard or nibble leftover sponge. Repeat with pink cake.
Take 2 x almond slices and 2 x pink slices and trim so they are all the same length. Roll out one marzipan block on a surface lightly dusted with icing sugar to just over 20cm wide, then keep rolling lengthways until the marzipan is roughly 0.5cm thick. Brush with apricot jam, then lay a pink and an almond slice side by side at one end of the marzipan, brushing jam in between to stick sponges, and leaving 4cm clear marzipan at the end. Brush more jam on top of the sponges, then sandwich remaining 2 slices on top, alternating colours to give a checkerboard effect. Trim the marzipan to the length of the cakes.
Carefully lift up the marzipan and smooth over the cake with your hands, but leave a small marzipan fold along the bottom edge before you stick it to the first side. Trim opposite side to match size of fold, then crimp edges using fingers and thumb (or, more simply, press with prongs of fork). If you like, mark the 10 slices using the prongs of a fork.
Assemble second Battenberg and keep in an airtight box or well wrapped in cling film for up to 3 days. Can be frozen for up to a month.",https://www.themealdb.com/images/media/meals/ywwrsp1511720277.jpg,"Cake,Sweet",https://www.youtube.com/watch?v=aB41Q7kDZQ0,Butter,Caster Sugar,Self-raising Flour,Almonds,Baking Powder,Eggs,Vanilla Extract,Almond Extract,Butter,Caster Sugar,Self-raising Flour,Almonds,Baking Powder,Eggs,Vanilla Extract,Almond Extract,Pink Food Colouring,Apricot,Marzipan,Icing Sugar,175g,175g,140g,50g,½ tsp,3 Medium,½ tsp,¼ teaspoon,175g,175g,140g,50g,½ tsp,3 Medium,½ tsp,¼ teaspoon,½ tsp,200g,1kg,Dusting,https://www.bbcgoodfood.com/recipes/1120657/battenberg-cake,,,
52928,BeaverTails,,Dessert,Canadian,Canada,"In the bowl of a stand mixer, add warm water, a big pinch of sugar and yeast. Allow to sit until frothy.
Into the same bowl, add 1/2 cup sugar, warm milk, melted butter, eggs and salt, and whisk until combined.
Place a dough hook on the mixer, add the flour with the machine on, until a smooth but slightly sticky dough forms.
Place dough in a bowl, cover with plastic wrap, and allow to proof for 1 1/2 hours.
Cut dough into 12 pieces, and roll out into long oval-like shapes about 1/4 inch thick that resemble a beaver’s tail.
In a large, deep pot, heat oil to 350 degrees. Gently place beavertail dough into hot oil and cook for 30 to 45 seconds on each side until golden brown.
Drain on paper towels, and garnish as desired. Toss in cinnamon sugar, in white sugar with a squeeze of lemon, or with a generous slathering of Nutella and a handful of toasted almonds. Enjoy!",https://www.themealdb.com/images/media/meals/ryppsv1511815505.jpg,"Treat,Pudding,Speciality",https://www.youtube.com/watch?v=2G07UOqU2e8,Water,Yeast,Sugar,Milk,Butter,Eggs,Salt,Flour,Oil,Lemon,Sugar,Cinnamon,,,,,,,,,1/2 cup ,2 parts ,1/2 cup ,1/2 cup ,6 tblsp,2,1 ½ tsp,2-1/2 cups,for frying,garnish,garnish,garnish,,,,,,,,,https://www.tastemade.com/videos/beavertails,,,
53316,Beetroot pancakes,,Dessert,Ukrainian,Ukraine,"step 1
Put the beetroot in a jug with the milk and blend with a stick blender until smooth. Pour into a bowl with the rest of the pancake ingredients and whisk until smooth and vibrant purple.

step 2
Put a small knob of butter in a large non-stick frying pan and heat over a medium-low heat until melted and foamy. Now create 3 or 4 pancakes each made from 2 tbsp of the batter. Cook for 2-3 mins then flip over and cook for a further minute until cooked through. Repeat with any remaining batter. Heat oven to lowest setting and keep the pancakes warm in there until needed.

step 3
Serve with your favourite pancake toppings or make a simple compote by simmering frozen berries in with 1 tbsp blackcurrant jam until bubbling and syrupy (about 5-10 mins). In a small bowl stir together the remaining jam and the yogurt. Stack the cooked pancakes with the yogurt and pour the warm berry compote over the top.",https://www.themealdb.com/images/media/meals/xlqqhw1764369924.jpg,,https://www.youtube.com/watch?v=HzQT0rHKCWM,Beetroot,Milk,Self-raising Flour,Baking Powder,Maple Syrup,Vanilla Extract,Egg,Butter,Frozen Mixed Berries,Blackcurrant Jam,Greek Yogurt,,,,,,,,,,3,50 ml ,200g,1 tsp,2 tablespoons,1/2 teaspoon,3,25g,200g,2 tablespoons,100g , , , , , , , , , ,https://www.bbcgoodfood.com/recipes/beetroot-pancakes,,,2025-11-28 22:44:02
52891,Blackberry Fool,,Dessert,British,United Kingdom,"For the biscuits, preheat the oven to 200C/180C (fan)/Gas 6 and line two large baking trays with baking parchment. Scatter the nuts over a baking tray and roast in the oven for 6-8 minutes, or until golden-brown. Watch them carefully so that they don’t have a chance to burn. Remove from the oven, tip onto a board and leave to cool.
Put the butter and sugar in a large bowl and beat with a wooden spoon until light and creamy. Roughly chop the cooled nuts and add to the creamed butter and sugar, along with the lemon zest, flour and baking powder. Stir well until the mixture comes together and forms a ball – you may need to use your hands.
Divide the biscuit dough into 24 even pieces and roll into small balls. Place the balls the prepared baking trays, spaced well apart to allow for spreading.
Press the biscuits to flatten to around 1cm/½in thick. Bake the biscuits, one tray at a time, for 12 minutes or until very pale golden-brown. Leave to cool on the trays. They will be very soft when you take them out of the oven, but will crisp as they cool.
Store in an airtight tin and eat within five days.
For the fool, rinse the blackberries in a colander to wash away any dust or dirt. Put the blackberries in a non-stick saucepan and sprinkle over the caster sugar.
Stir in the lemon juice and heat gently for two minutes, or until the blackberries begin to soften and release their juices. Remove and reserve 12 blackberries for decoration and continue cooking the rest.
Simmer the blackberries very gently for 15 minutes, stirring regularly until very soft and squidgy. Remove from the heat and press the berries and juice through a sieve over a bowl, using the bottom of a ladle to help you extract as much of the purée as possible. Leave the purée to cool and discard the seeds. You should end up with around 325ml/11fl oz of purée.
Put the cream and yoghurt in a large bowl and whip with an electric whisk until soft peaks form when the whisk is removed from the bowl – the acidity of the fruit will thicken the cream further, so don’t take it too far.
When the purée is completely cold, adjust the sweetness to taste by adding more sugar if needed. Pour it into the bowl with the whipped cream and yoghurt and stir just once or twice until very lightly combined.
Spoon the blackberry fool into individual wide, glass dishes – or one large, single bowl. It should look quite marbled, so don’t over-stir it. Scatter a few tiny mint leaves on top and decorate with the reserved blackberries. Sprinkle with a little sugar if you like and serve with the hazelnut biscuits.",https://www.themealdb.com/images/media/meals/rpvptu1511641092.jpg,"Desert,Summer,Fruity,Dairy",https://www.youtube.com/watch?v=kniRGjDLFrQ,Hazlenuts,Butter,Caster Sugar,Lemon,Plain Flour,Baking Powder,Blackberries,Sugar,Caster Sugar,Lemon Juice,Double Cream,Yogurt,Mint,,,,,,,,50g,125g,150g,Grated,150g,½ tsp,600g,75g,2 tbs,1 tbs,300ml ,100ml,Garnish with,,,,,,,,https://www.bbc.co.uk/food/recipes/blackberry_fool_with_11859,,,
53100,Blueberry & lemon friands,,Dessert,Australian,Australia,"step 1
Preheat the oven to fan 180C/conventional 200C/gas 6. Generously butter six non-stick friand or muffin tins. Melt the butter and set aside to cool.

step 2
Sift the icing sugar and flour into a bowl. Add the almonds and mix everything between your fingers.

step 3
Whisk the egg whites in another bowl until they form a light, floppy foam. Make a well in the centre of the dry ingredients, tip in the egg whites and lemon rind, then lightly stir in the butter to form a soft batter.

step 4
Divide the batter among the tins, a large serving spoon is perfect for this job. Sprinkle a handful of blueberries over each cake and bake for 15-20 minutes until just firm to the touch and golden brown.

step 5
Cool in the tins for 5 minutes, then turn out and cool on a wire rack. To serve, dust lightly with icing sugar.",https://www.themealdb.com/images/media/meals/e756bf1761848342.jpg,,https://www.youtube.com/watch?v=7tq5JvO88E0,Unsalted Butter,Icing Sugar,Flour,Almonds,Egg White,Unwaxed Lemon,Blackberries,,,,,,,,,,,,,,100g ,125g,25g,85g,3,1,85g, , , , , , , , , , , , , ,https://www.bbcgoodfood.com/recipes/blueberry-lemon-friands,,,2025-10-30 15:18:46
53385,Boterkoek (Dutch Butter Cake),,Dessert,Netherlands,Netherlands,"Preheat the oven to 180°C/350˚F (conventional oven).

Place the softened butter and sugar in the bowl of a stand mixer and whisk until creamy.
Add the flour and salt and knead by hand until you have a smooth dough. Divide into two pieces.
Line the base of a square or round cake tin with baking parchment (not a springform tin) and place the first half of the pastry on top. Flatten with your fingers and a spoon.
Using a teaspoon, sprinkle dollops of dulce de leche over the base. Sprinkle with the chopped chocolate and cover with the second half of the pastry.
This is a bit trickier, but if you don’t get it right, don’t worry, it’ll be fine once it’s baked! Brush the pastry with the beaten egg.
Bake in the oven for about 30 minutes or until golden brown. It will be wobbly. That's because butter cake only firms up when it cools.
Cut into small pieces when it has cooled completely!
Notes
Storing: Store in an airtight container outside of the fridge for about 2-3 days or in the fridge for 5 days. Freeze for up to three months.",https://www.themealdb.com/images/media/meals/tkwxmv1777540463.jpg,,https://www.youtube.com/watch?v=IwAfFVjPVl4,Butter,Sugar,All purpose flour,Salt,Dulce de leche,Dark Chocolate,Egg,,,,,,,,,,,,,,200g,200g,250g,1,200g,75g,1 beaten,,,,,,,,,,,,,,https://insimoneskitchen.com/dutch-butter-cake-with-dulce-de-leche/,,,2026-04-30 08:32:48
52792,Bread and Butter Pudding,,Dessert,British,United Kingdom,"Grease a 1 litre/2 pint pie dish with butter.
Cut the crusts off the bread. Spread each slice with on one side with butter, then cut into triangles.
Arrange a layer of bread, buttered-side up, in the bottom of the dish, then add a layer of sultanas. Sprinkle with a little cinnamon, then repeat the layers of bread and sultanas, sprinkling with cinnamon, until you have used up all of the bread. Finish with a layer of bread, then set aside.
Gently warm the milk and cream in a pan over a low heat to scalding point. Don't let it boil.
Crack the eggs into a bowl, add three quarters of the sugar and lightly whisk until pale.
Add the warm milk and cream mixture and stir well, then strain the custard into a bowl.
Pour the custard over the prepared bread layers and sprinkle with nutmeg and the remaining sugar and leave to stand for 30 minutes.
Preheat the oven to 180C/355F/Gas 4.
Place the dish into the oven and bake for 30-40 minutes, or until the custard has set and the top is golden-brown.",https://www.themealdb.com/images/media/meals/xqwwpy1483908697.jpg,"Pudding,Brunch",https://www.youtube.com/watch?v=Vz5W1-BmOE4,butter,bread,sultanas,cinnamon,milk,double cream,eggs,sugar,nutmeg,,,,,,,,,,,,25g/1oz,8 thin slices,50g/2oz,2 tsp,350ml/12fl,50ml/2fl oz,2 free-range,25g/1oz,"grated, to taste",,,,,,,,,,,,https://cooking.nytimes.com/recipes/1018529-coq-au-vin,,,
52961,Budino Di Ricotta,,Dessert,Italian,Italy,"Mash the ricotta and beat well with the egg yolks, stir in the flour, sugar, cinnamon, grated lemon rind and the rum and mix well. You can do this in a food processor. Beat the egg whites until stiff, fold in and pour into a buttered and floured 25cm cake tin. Bake in the oven at 180ºC/160ºC fan/gas 4 for about 40 minutes, or until it is firm.

Serve hot or cold dusted with icing sugar.",https://www.themealdb.com/images/media/meals/1549542877.jpg,"Cake,Baking,Desert,Sweet,Alcoholic,Calorific",https://www.youtube.com/watch?v=6dzd6Ra6sb4,Ricotta,Eggs,Flour,Sugar,Cinnamon,Lemons,Dark Rum,Icing Sugar,,,,,,,,,,,,,500g,4 large,3 tbs,250g,1 tsp ,Grated Zest of 2,5 tbs,sprinking,,,,,,,,,,,,,https://thehappyfoodie.co.uk/recipes/ricotta-cake-budino-di-ricotta,,,
